objectid,evidencnecislovrtupomocne,evidencnecislovrtu,povodneevidencnecislo,mapa,povodie,hydrorajon,lokalita,prevadzajucaorganizacia,suradnicax,suradnicay,suradnicazteren,suradnicazpazenie,hlbkavrtu,typvrtu,typvrtupopis,archivnecislospravy,archivnecisloretazec,utajeniespravydo,spracovaldatum,poznamka,pdf
11220,M-34-110-C-c/47,47,S-2,M-34-110-C-c,Nitra,67 QN,Nováky,,1228694,463163.5,233.5,,7.5,14,odvodňovací vrt,53021,,,410486400000,,110Cc47.pdf
11225,M-34-110-C-c/52,52,HN-1,M-34-110-C-c,Nitra,67 QN,Nováky,,1226572,462988.09,235,,8,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",67470,,,,,110Cc52.pdf
11227,M-34-110-C-c/54,54,PZK-1,M-34-110-C-c,Nitra,66 MP,Zemianske Kostoľany,č.zák.: 4092/89,1230069.87,464684.14,271.11,270.24,28.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,71778,,,667699200000,,110Cc54.pdf
11228,M-34-110-C-c/55,55,J-5/c,M-34-110-C-c,Nitra,66 MP,Zemianske Kostoľany,č.zák.: 4089/89,1229978.01,464625.3,255.58,256.96,17,4,monitorovací vrt,73314,,,679795200000,,110Cc55.pdf
11229,M-34-110-C-c/56,56,J-7/c,M-34-110-C-c,Nitra,66 MP,Zemianske Kostoľany,č.zák.: 4089(89,1230045.47,464630.26,255.75,257.05,16,4,monitorovací vrt,73314,,,679795200000,,110Cc56.pdf
11241,M-34-110-C-c/68,68,J-17,M-34-110-C-c,Nitra,66 MP,Zemianske Kostoľany,,1229991.24,464819.06,285.18,286.23,21,4,monitorovací vrt,77329,,,715392000000,,110Cc68.pdf
11242,M-34-110-C-c/69,69,PZK-2,M-34-110-C-c,Nitra,66 MP,Zemianske Kostoľany,č.z.: 4031/91,1230071.64,464686.4,270.98,270.36,25.7,4,monitorovací vrt,77536,,,719539200000,,110Cc69.pdf
11243,M-34-110-C-c/70,70,JN-1,M-34-110-C-c,Nitra,67 QN,Nováky,,1226917.82,464067.42,298.97,299.97,34,4,monitorovací vrt,78296,,,742521600000,,110Cc70.pdf
11246,M-34-110-C-c/73,73,JN-4,M-34-110-C-c,Nitra,67 QN,Nováky,,1227049.59,464029.29,296.09,297.04,32,4,monitorovací vrt,78296,,,742608000000,,110Cc73.pdf
11247,M-34-110-C-c/74,74,JN-5,M-34-110-C-c,Nitra,67 QN,Nováky,,1227094.51,464069.63,282.97,283.69,24,4,monitorovací vrt,78296,,,742608000000,,110Cc74.pdf
11248,M-34-110-C-c/75,75,JN-6,M-34-110-C-c,Nitra,67 QN,Nováky,,1227141.92,464116.74,268.41,269.26,15,4,monitorovací vrt,78296,,,742608000000,,110Cc75.pdf
11254,M-34-110-C-c/81,81,N-6,M-34-110-C-c,Nitra,67 QN,Nováky,,1224620.853,461708.48,248.69,249.47,7.5,4,monitorovací vrt,79049,,,783734400000,,110Cc81.pdf
11261,M-34-110-C-c/88,88,vrt č.257,M-34-110-C-c,Nitra,67 QN,Nováky,,1227277.69,463075.93,236.26,237.11,7.5,4,monitorovací vrt,82123,,,926035200000,,110Cc88.pdf
11262,M-34-110-C-c/89,89,1/1B,M-34-110-C-c,Nitra,67 QN,Chalmová,,1230893.9,464454.62,225.84,226.78,8.2,4,monitorovací vrt,84170,,,1095811200000,,110Cc89.pdf
11264,M-34-110-C-c/91,91,3/1A,M-34-110-C-c,Nitra,67 QN,Chalmová,,1231197.29,464565.57,226.59,227.65,9.65,4,monitorovací vrt,84170,,,1095811200000,,110Cc91.pdf
11266,M-34-110-C-c/93,93,5/1B,M-34-110-C-c,Nitra,67 QN,Chalmová,,1231351.98,464672,228.91,229.88,13.6,4,monitorovací vrt,84170,,,1095897600000,,110Cc93.pdf
11268,M-34-110-C-c/95,95,14/2A,M-34-110-C-c,Nitra,67 QN,Chalmová,,1231512.42,464896.71,227.35,228.32,13.3,4,monitorovací vrt,84170,,,1095897600000,,110Cc95.pdf
11269,M-34-110-C-c/96,96,14/5A,M-34-110-C-c,Nitra,67 QN,Chalmová,,1231410.6,464945.06,246.85,247.68,30.9,4,monitorovací vrt,84170,,,1095984000000,,110Cc96.pdf
11270,M-34-110-C-c/97,97,29/2B,M-34-110-C-c,Nitra,67 QN,Chalmová,,1231655.06,465184.78,226.21,227.23,13,4,monitorovací vrt,84170,,,1095897600000,,110Cc97.pdf
11271,M-34-110-C-c/98,98,29/4A,M-34-110-C-c,Nitra,67 QN,Chalmová,,1231586.06,465217.31,240.37,241.1,25.2,4,monitorovací vrt,84170,,,1095897600000,,110Cc98.pdf
11272,M-34-110-C-c/99,99,DJ-7/H,M-34-110-C-c,Nitra,67 QN,Zemianske Kostoľany,,1230031.35,464626.556,255.21,256.27,13.3,4,monitorovací vrt,84170,,,1096329600000,,110Cc99.pdf
11275,M-34-110-C-c/102,102,FL-2,M-34-110-C-c,Nitra,67 QN,Zemianske Kostoľany,,1230157.85,464969.16,303.51,304.48,37.1,4,monitorovací vrt,84170,,,1096329600000,,110Cc102.pdf
11277,M-34-110-C-c/104,104,J-22,M-34-110-C-c,Nitra,67 QN,Zemianske Kostoľany,,1230033.43,464919.14,305.12,305.83,20,4,monitorovací vrt,84170,,,1097020800000,,110Cc104.pdf
11279,M-34-110-C-c/106,106,J-29,M-34-110-C-c,Nitra,67 QN,Zemianske Kostoľany,,1230038.76,464951.45,305,305.75,20,4,monitorovací vrt,84170,,,1097107200000,,110Cc106.pdf
11281,M-34-110-C-c/108,108,AS-7,M-34-110-C-c,Nitra,67 QN,Diviaky nad Nitricou,,1223693.512,464357.894,275.363,276.013,10,4,monitorovací vrt,86468,,,1182816000000,,110Cc108.pdf
11295,M-34-110-C-c/123,123,PX-8,M-34-110-C-c,,,,,,,,,,4,monitorovací vrt,90899,,1626912000000,1392940800000,,
11300,M-34-110-C-c/128,128,DOX-3,M-34-110-C-c,,,,,,,,,,4,monitorovací vrt,90899,,1626912000000,1397433600000,,
11288,M-34-110-C-c/116,116,PX-1,M-34-110-C-c,,,,,,,,,,4,monitorovací vrt,90899,,1626912000000,1392595200000,,
11297,M-34-110-C-c/125,125,PX-10,M-34-110-C-c,,,,,,,,,,4,monitorovací vrt,90899,,1626912000000,1392940800000,,
11306,M-34-110-C-c/146,146,SH-2,M-34-110-C-c,,,,,,,,,,4,monitorovací vrt,94087,,1760486400000,1498521600000,,
11305,M-34-110-C-c/145,145,SH-1,M-34-110-C-c,,,,,,,,,,4,monitorovací vrt,94087,,1760486400000,1498521600000,,
11198,M-34-110-C-c/25,25,HNO-10,M-34-110-C-c,Nitra,67 QN,Lelovce - Zeminaske Kostoľany,,1329561.78,464400.95,231.977,232.377,9,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,28154,,,,,110Cc25.pdf
11449,M-34-111-B-b/1,1,NTK-2,M-34-111-B-b,Váh,17 MG,Partizánska Ĺupča,S-52-547,1201468,395158.81,720,,175,5,štruktúrny vrt s obyčajnou vodou (nad 200 m),38600,,,244166400000,,111Bb1.pdf
11726,M-34-112-A-a/1,1,NTK-1,M-34-112-A-a,Váh,17 MG,Dúbrava,S-52-547,1201176,389305,830.5,,106,6,štruktúrny vrt s obyčajnou vodou (nad 200 m) s artézskym prelivom,38600,,,244166400000,,112Aa1.pdf
11729,M-34-112-A-a/5,5,VP-3,M-34-112-A-a,,,,,,,,,,4,monitorovací vrt,91192,,1641945600000,1403481600000,,
11727,M-34-112-A-a/3,3,VP-1,M-34-112-A-a,,,,,,,,,,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,91192,,1641945600000,1403481600000,,
11728,M-34-112-A-a/4,4,VP-2,M-34-112-A-a,,,,,,,,,,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,91192,,1641945600000,1403481600000,,
11730,M-34-112-A-a/6,6,VP-4,M-34-112-A-a,,,,,,,,,,4,monitorovací vrt,91192,,1641945600000,1403568000000,,
11732,M-34-112-A-a/8,8,VP-6,M-34-112-A-a,,,,,,,,,,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,91192,,1641945600000,1403568000000,,
11731,M-34-112-A-a/7,7,VP-5,M-34-112-A-a,,,,,,,,,,4,monitorovací vrt,91192,,1641945600000,1403568000000,,
11500,M-34-111-C-c/8,8,Hg vrt,M-34-111-C-c,Hron,79 M,Badín,,1235559.2,420246.5,411.8,,25,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,92514,,,1437004800000,,111Cc8.pdf
11523,M-34-111-C-d/26,26,HV-34,M-34-111-C-d,Hron,80 Q,Rakytovce,1561/66,1234856,418780.5,321.22,321.71,15.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156384000000,,111Cd26.pdf
11533,M-34-111-C-d/37,37,HV-35,M-34-111-C-d,Hron,80 Q,Rakytovce,1561/66,1234864,419158.19,322.44,323.22,9,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156384000000,,111Cd37.pdf
11534,M-34-111-C-d/38,38,HV-36,M-34-111-C-d,Hron,80 Q,Rakytovce,1561/66,1234851,419394,324.86,325.37,7.6,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156384000000,,111Cd38.pdf
11565,M-34-111-C-d/71,71,HVH-2/81,M-34-111-C-d,Hron,78 MG,Dolná Mičiná,GP záv.Teplice,1234974.08,411751.08,443.47,,150,14,odvodňovací vrt,64527,,,586051200000,,111Cd71.pdf
11566,M-34-111-C-d/72,72,HVH-3/81,M-34-111-C-d,Hron,78 MG,Dolná Mičiná,GP záv. T.Teplice,1235476.68,411185.62,439.31,,138,14,odvodňovací vrt,64527,,,586051200000,,111Cd72.pdf
11719,M-34-111-D-c/5,5,HSP-1,M-34-111-D-c,Hron,83 V,Ponická Huta,Vodné zdroje Blava,1235042,405328.59,565,,120,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,66983,,,609984000000,,111Dc5.pdf
11326,M-34-110-C-d/18,18,VT-V-61-88,M-34-110-C-d,Hron,86 V,Handlová,,1232782.57,451269.89,810.18,,800,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,77011,,,705024000000,,110Cd18.pdf
11327,M-34-110-C-d/19,19,VT-V-63-89,M-34-110-C-d,Hron,86 V,Handlová,,1233380.09,452554.91,971.57,,685,5,štruktúrny vrt s obyčajnou vodou (nad 200 m),77011,,,704937600000,,110Cd19.pdf
11329,M-34-110-C-d/21,21,VT-V-65-87,M-34-110-C-d,hron,86 V,Handlová,,1232729.23,452779.81,977.26,,600.3,5,štruktúrny vrt s obyčajnou vodou (nad 200 m),77011,,,704937600000,,110Cd21.pdf
11395,M-34-110-D-c/1,1,HKŽ-2,M-34-110-D-c,Hron,82 V,Jánova Lehota - Kosorín,107/74,1233815,443369.69,482.3,482.8,36,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34729,,,200793600000,,110Dc1.pdf
11396,M-34-110-D-c/2,2,HKŽ-3,M-34-110-D-c,Hron,82 V,Jánova Lehota - Kosorín,107/74,1233710,443409.31,482.3,482.9,60,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53070,53070; 34729,,200793600000,,110Dc2.pdf
11397,M-34-110-D-c/3,3,HKB-1,M-34-110-D-c,Hron,82 V,Slaská,,1233783,440862.31,467,,62,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,39239,,,827971200000,,110Dc3.pdf
11398,M-34-110-D-c/4,4,HKB-4,M-34-110-D-c,Hron,82 V,Slaská,,1233137,440637.91,471,,130,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53070,53070; 39239,,827971200000,,110Dc4.pdf
11399,M-34-110-D-c/5,5,HKŽ-4,M-34-110-D-c,Hron,82 V,Kosorín,,1233875,443371.91,465,,83,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,39479,,,828057600000,,110Dc5.pdf
11400,M-34-110-D-c/6,6,HKŽ-5,M-34-110-D-c,Hron,82 V,Kosorín,,1233855,443315.09,465,,57,15,negatívny vrt,39479,,,828057600000,,110Dc6.pdf
11401,M-34-110-D-c/7,7,HKB-5,M-34-110-D-c,Hron,82 V,Slaská,23/78,1234108,441041.91,443.05,,211,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53070,53070; 45459,,331257600000,,110Dc7.pdf
11402,M-34-110-D-c/8,8,HKB-1A,M-34-110-D-c,Hron,82 V,Slaská,,1233896,440974,448.06,,90,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53070,53070; 51351,,393638400000,,110Dc8.pdf
11403,M-34-110-D-c/9,9,KV 1,M-34-110-D-c,Hron,82 V,Jánova Lehota,,1234047.71,445665.68,468.67,469.5,200,2,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou s artézskym prelivom,74655,,,700185600000,,110Dc9.pdf
11404,M-34-110-D-c/10,10,KV-2,M-34-110-D-c,Hron,82 V,Kosorín,,1233561.22,442793.47,485.11,485.58,150,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,74655,,,697680000000,,110Dc10.pdf
11408,M-34-110-D-d/1,1,HK-1,M-34-110-D-d,Hron,82 V,Kopernica,č.z.432/1967,1232464,438144.59,504,505,12,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,19730,,,,,110Dd1.pdf
11411,M-34-110-D-d/4,4,PV-1,M-34-110-D-d,Hron,82 V,Kremnica - Horná Ves,,1233588,435772.91,455,,10.5,4,monitorovací vrt,76445,,,698889600000,,110Dd4.pdf
11413,M-34-110-D-d/6,6,KV-8,M-34-110-D-d,Hron,82 V,Ihráč,,1234077.31,432146.66,625.69,625.35,144,2,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou s artézskym prelivom,74655,,,700272000000,,110Dd6.pdf
11495,M-34-111-C-c/3,3,KV-13,M-34-111-C-c,Hron,79 M,Badín,,1233909.55,422778.67,597.87,598.15,256,5,štruktúrny vrt s obyčajnou vodou (nad 200 m),82082,,,928108800000,,111Cc3.pdf
11496,M-34-111-C-c/4,4,KV-14,M-34-111-C-c,Hron,82 V,Sielnica,,1234575.1,427091.27,862.62,863.12,270,5,štruktúrny vrt s obyčajnou vodou (nad 200 m),82082,,,928108800000,,111Cc4.pdf
11505,M-34-111-C-d/8,8,S-900,M-34-111-C-d,Hron,80 Q,Kremnička,2282/68,1232967.4,419076.5,326.66,327.51,6,11,pozorovací vrt SHMÚ,19444,,,57888000000,,111Cd8.pdf
11594,M-34-111-C-d/100,100,HVN-1,M-34-111-C-d,Hron,80 Q,Vlkanová,,1234242.22,418667.95,322.42,326.18,82.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,77723,,,728092800000,,111Cd100.pdf
11595,M-34-111-C-d/101,101,hvk-1,M-34-111-C-d,Hron,80 Q,Vlkanová,,1234186.77,418693.99,322.38,323.14,64,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,77723,,,728179200000,,111Cd101.pdf
11596,M-34-111-C-d/102,102,HVK-2,M-34-111-C-d,Hron,80 Q,Vlkanová,,1234238.91,418665.06,322.42,323.08,56,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,77723,,,728179200000,,111Cd102.pdf
11597,M-34-111-C-d/103,103,HVK-3,M-34-111-C-d,Hron,80 Q,Vlkanová,,1234245.51,418613.43,322.11,323.34,100,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,77723,,,728179200000,,111Cd103.pdf
11598,M-34-111-C-d/104,104,P-1,M-34-111-C-d,Hron,80 Q,Vlkanová,,1234232.41,418697.38,322.45,323.35,30,4,monitorovací vrt,77723,,,728179200000,,111Cd104.pdf
11599,M-34-111-C-d/105,105,P-2,M-34-111-C-d,Hron,80 Q,Vlkanová,,1234287.83,418677.41,322.22,323.24,30,4,monitorovací vrt,77723,,,728179200000,,111Cd105.pdf
11600,M-34-111-C-d/106,106,P-3,M-34-111-C-d,Hron,80 Q,Vlkanová,,1234383.32,418539.92,321.43,322.41,32,4,monitorovací vrt,77723,,,728179200000,,111Cd106.pdf
11602,M-34-111-C-d/110,110,VHP-1,M-34-111-C-d,Hron,79 M,Banská Bystrica,,1232586.63,419113.16,330.1,331.2,6.6,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,90318,,,1372032000000,,111Cd110.pdf
11799,M-34-112-C-d/2,2,HV-59,M-34-112-C-d,Hron,75 Q-G,Dobroč,1561/66,1234386,376632.5,605.17,606.57,3.6,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156384000000,,112Cd2.pdf
11800,M-34-112-C-d/3,3,HV-58,M-34-112-C-d,Hron,75 Q-G,Dobroč,1561/66,1234627,376595.41,616,616.58,3.8,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156384000000,,112Cd3.pdf
11761,M-34-112-C-a/1,1,HV-16,M-34-112-C-a,Hron,78 MG,Podbrezová,1561/66,1223242,387263.5,467.8,468.5,6,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156038400000,,112Ca1.pdf
11766,M-34-112-C-a/6,6,HGCH-2,M-34-112-C-a,Hron,75 Q-G,Chvatimech-Banská Bystrica,,1223335,387691.59,500,,145,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",64067,,,582854400000,,112Ca6.pdf
11767,M-34-112-C-a/7,7,HGCH-2,M-34-112-C-a,Hron,78 MG,Piesok-Chvatimech,,1223159.09,386836.35,487.53,,173,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,74350,,,694742400000,,112Ca7.pdf
11774,M-34-112-C-a/14,14,HV-4,M-34-112-C-a,Hron,75 Q-G,Brezno nad Hronom,4 527 000 709,1224119,382484.19,492.3,,125,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",35751,,,213926400000,,112Ca14.pdf
11778,M-34-112-C-b/1,1,S-896,M-34-112-C-b,Hron,75 Q-G,Brezno,2282/68,1223795.5,381162.5,490.07,490.89,6.5,11,pozorovací vrt SHMÚ,19444,,,57283200000,,112Cb1.pdf
11779,M-34-112-C-b/2,2,S-897,M-34-112-C-b,Hron,75 Q-G,Brezno,2282/68,1223220,380777.6,497.31,498.13,5.5,0,,19444,,,57283200000,,112Cb2.pdf
11781,M-34-112-C-b/4,4,HV-11,M-34-112-C-b,Hron,75 Q-G,Brezno,1561/66,1223439,381781.69,486.44,487.05,8.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156038400000,,112Cb4.pdf
11782,M-34-112-C-b/5,5,HV-122,M-34-112-C-b,Hron,75 Q-G,Brezno,1561/66,1223199,381737.59,490.81,491.43,8.6,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156038400000,,112Cb5.pdf
11056,M-34-110-C-a/9,9,HNO-1,M-34-110-C-a,Nitra,67 QN,Koš,,1223301.22,458789.86,259.537,259.977,12.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,28154,,,,,110Ca9.pdf
11082,M-34-110-C-a/35,35,HVP-1,M-34-110-C-a,Nitra,67 QN,Prievidza,4347,1223227,456042.41,275.5,,26,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,31240,,,126403200000,,110Ca35.pdf
11099,M-34-110-C-a/53,53,HVK-2,M-34-110-C-a,Nitra,67 QN,Vlčie Kúty - Prievidza,,1223689,455966,280,,120,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,65996,,,601862400000,,110Ca53.pdf
11152,M-34-110-C-b/11,11,HM-1,M-34-110-C-b,Nitra,63 P-G,Morovno,173/74,1224165,446809.5,405,,100,15,negatívny vrt,37639,,,245376000000,,110Cb11.pdf
11159,M-34-110-C-b/18,18,HVL-1,M-34-110-C-b,Nitra,86 V,Veľká Lehôtka,,1223780,452896.19,400,,74,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,54210,,,419040000000,,110Cb18.pdf
11163,M-34-110-C-b/22,22,PP-2,M-34-110-C-b,Nitra,86 V,Prievidza - Vlčie Kúty,,1223926.25,455923.67,290.36,291.09,35,4,monitorovací vrt,77201,,,711676800000,,110Cb22.pdf
11164,M-34-110-C-b/23,23,PH-2,M-34-110-C-b,Nitra,86 V,Prievidza - Vlčie Kúty,,1223932.07,455925.59,290.52,291.79,53.8,4,monitorovací vrt,77201,,,711676800000,,110Cb23.pdf
11165,M-34-110-C-b/24,24,J-2,M-34-110-C-b,Nitra,86 V,Veľká Lehôtka,,1223890.43,453852.77,353.08,353.53,15,4,monitorovací vrt,78778,,,771552000000,,110Cb24.pdf
11166,M-34-110-C-b/25,25,J-3,M-34-110-C-b,Nitra,86 V,Veľká Lehôtka,,1223903.95,453865.91,352.55,353.55,10,4,monitorovací vrt,78778,,,771552000000,,110Cb25.pdf
11167,M-34-110-C-b/26,26,J-4,M-34-110-C-b,Nitra,86 V,Veľká Lehôtka,,1224100.11,453338.6,411.06,411.57,30,4,monitorovací vrt,78778,,,771552000000,,110Cb26.pdf
11172,M-34-110-C-b/32,32,M1/1,M-34-110-C-b,Nitra,86 V,Prievidza,,1224099.41,453631.57,384.35,384.8,27,4,monitorovací vrt,90438,,,1380153600000,,110Cb32.pdf
11181,M-34-110-C-c/8,8,HV-1,M-34-110-C-c,Nitra,67 QN,Koš,2412/67,1223739,459331.81,256.02,256.24,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,17977,,,,,110Cc8.pdf
11313,M-34-110-C-d/2,2,HC-1,M-34-110-C-d,Nitra,86 V,Veľká Lehôtka,165/73,1224461,452959.41,465,,60,15,negatívny vrt,34655,,,,,110Cd2.pdf
11323,M-34-110-C-d/15,15,HVK-1,M-34-110-C-d,Nitra,86 V,Vlčie Kúty,,1224270,455551,305,,128,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,65996,,,601862400000,,110Cd15.pdf
11330,M-34-110-C-d/23,23,PP-1,M-34-110-C-d,Nitra,86 V,Prievidza - Vlčie Kúty,,1224315.32,455421.83,315.14,316.12,39,4,monitorovací vrt,77201,,,709948800000,,110Cd23.pdf
11331,M-34-110-C-d/24,24,PP-3,M-34-110-C-d,Nitra,86 V,Prievidza - Vlčie Kúty,,1224225.44,455504.04,308.4,309.54,28,4,monitorovací vrt,77201,,,711676800000,,110Cd24.pdf
11332,M-34-110-C-d/25,25,PH-1,M-34-110-C-d,Nitra,86 V,Vlčie Kúty - Prievidza,,1224323.07,455425.55,315.28,316.26,67,4,monitorovací vrt,77201,,,711676800000,,110Cd25.pdf
11363,M-34-110-D-a/18,18,KV-24,M-34-110-D-a,Nitra,63 P-G,Remata - Handlová,,1224367.84,442442.28,538.08,538.8,200,5,štruktúrny vrt s obyčajnou vodou (nad 200 m),82082,,,930096000000,,110Da18.pdf
11373,M-34-110-D-b/3,3,HJ-10,M-34-110-D-b,Váh,82 V,Horný Turček,,1223914.91,433636.61,776.49,777.31,80,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,37107,,,827366400000,,110Db3.pdf
11375,M-34-110-D-b/5,5,HG-1,M-34-110-D-b,Váh,82 V,Turček,4084/83,1224328.95,432929.53,718.6,720,150,13,vrt pre vodné dielo,62252,,,534124800000,,110Db5.pdf
11376,M-34-110-D-b/6,6,HG-2,M-34-110-D-b,Váh,82 V,Turček,,1224254.75,432933.5,720.69,722.33,150,13,vrt pre vodné dielo,62252,,,534124800000,,110Db6.pdf
11377,M-34-110-D-b/7,7,HG-3,M-34-110-D-b,Váh,82 V,Turček,,1224381.98,433044.89,715.38,715.53,85,13,vrt pre vodné dielo,62252,,,534124800000,,110Db7.pdf
11378,M-34-110-D-b/8,8,HG-4,M-34-110-D-b,Váh,82 V,Turček,4084/83,1224321.53,433054.1,717.35,718.25,100,13,vrt pre vodné dielo,62252,,,534124800000,,110Db8.pdf
11379,M-34-110-D-b/9,9,HG-6,M-34-110-D-b,Váh,82 V,Turček,4084/83,1223498.45,432778.88,774.9,776.18,70,13,vrt pre vodné dielo,62252,,,534124800000,,110Db9.pdf
11380,M-34-110-D-b/10,10,HG-7,M-34-110-D-b,Váh,82 V,Turček,4084/83,1224406.47,432678.56,728.95,729.05,91,13,vrt pre vodné dielo,62252,,,534124800000,,110Db10.pdf
11381,M-34-110-D-b/11,11,HG-200,M-34-110-D-b,Váh,82 V,Turček,IGHP Žilina,1223776.42,433054.4,799.04,799.51,120,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,67771,,,612576000000,,110Db11.pdf
11382,M-34-110-D-b/12,12,HG-201,M-34-110-D-b,Váh,82 V,Turček,IGHP Žilina,1224115.62,432776.76,730.49,730.67,146,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,67771,,,612576000000,,110Db12.pdf
11385,M-34-110-D-b/15,15,HG-204,M-34-110-D-b,Váh,82 V,Turček,IGHP Žilina,1223642.03,432701.16,752.24,752.62,93,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,67771,,,615168000000,,110Db15.pdf
11386,M-34-110-D-b/16,16,HG-205,M-34-110-D-b,Váh,82 V,Turček,IGHP Žilina,1224429.64,433222.15,709.81,710.21,182,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,67771,,,615168000000,,110Db16.pdf
11387,M-34-110-D-b/17,17,HG-206,M-34-110-D-b,Váh,82 V,Turček,IGHP Žilina,1224254.92,432915.48,721.61,721.96,78,2,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou s artézskym prelivom,67771,,,615168000000,,110Db17.pdf
11491,M-34-111-C-b/16,16,SHZ-3,M-34-111-C-b,Hron,77 MG,Selce,,1224210.52,413957.34,428.15,,185,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,84085,,,1095379200000,,111Cb16.pdf
11609,M-34-111-D-a/2,2,studňa kopaná,M-34-111-D-a,Hron,76 MG,Medzibrod,,1223281,401777.59,400.5,401.2,0,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,9753,,,156038400000,,111Da2.pdf
11618,M-34-111-D-a/11,11,HV-25,M-34-111-D-a,Hron,77 MG,Lučatín,1561/66,1224340,405247.09,383.6,383.93,7.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156297600000,,111Da11.pdf
11619,M-34-111-D-a/13,13,HV-23,M-34-111-D-a,Hron,77 MG,Medzibrod,1561/66,1223187,402728.5,394.17,395.05,5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16027,,,156384000000,,111Da13.pdf
11620,M-34-111-D-a/14,14,HV-24,M-34-111-D-a,Hron,77 MG,Medzibrod,1561/66,1223250,402768.19,396.53,,6.7,15,negatívny vrt,16027,,,156297600000,,111Da14.pdf
11629,M-34-111-D-a/24,24,SHZ-1,M-34-111-D-a,Hron,77 MG,Podkonice,,1223816.54,408065.76,462.09,462.62,100,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,84085,,,1095379200000,,111Da24.pdf
11632,M-34-111-D-b/1,1,S-894,M-34-111-D-b,Hron,76 MG,Hronov,2282/68,1223508.76,400507.93,403.82,404.77,6.5,11,pozorovací vrt SHMÚ,19444,,,57369600000,,111Db1.pdf
