objectid,evidencnecislovrtupomocne,evidencnecislovrtu,povodneevidencnecislo,mapa,povodie,hydrorajon,lokalita,prevadzajucaorganizacia,suradnicax,suradnicay,suradnicazteren,suradnicazpazenie,hlbkavrtu,typvrtu,typvrtupopis,archivnecislospravy,archivnecisloretazec,utajeniespravydo,spracovaldatum,poznamka,pdf
537,L-33-12-B-c/11,11,Č-III S-1,L-33-12-B-c,Dunaj,52 Q,Čalovo - Jánošíkovo,159/64,1311453,527911.81,110.5,,45.5,0,,15365,,,85968000000,,12Bc11.pdf
542,L-33-12-B-c/16,16,OS-1,L-33-12-B-c,Dunaj,52 Q,Opatovský Sokolec,228/65,1312465,523705.59,110,,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16332,,,86313600000,,12Bc16.pdf
543,L-33-12-B-c/17,17,G-1,L-33-12-B-c,Dunaj,74 Q,Opatovský Sokolec,201/64,1313313,521166.19,109.5,,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16063,,,86313600000,,12Bc17.pdf
566,L-33-12-B-c/40,40,HVO-1,L-33-12-B-c,Dunaj,52 Q,Okoč,3075/77,1313189,525221.13,111.66,112.31,45,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",41874,,,298080000000,,12Bc40.pdf
581,L-33-12-B-c/55,55,HGO-1,L-33-12-B-c,Dunaj,52 Q,Okoč,,1312001,523656,110,,80,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,67662,,,625795200000,,12Bc55.pdf
583,L-33-12-B-c/57,57,IDP-1,L-33-12-B-c,Dunaj,52 Q,Čalovo - Jánošíkov Dvor,Hydroconsult Bratislava,1311342.88,528162.56,113.19,113.83,20,4,monitorovací vrt,68755,,,635385600000,,12Bc57.pdf
584,L-33-12-B-c/58,58,GP-1a,L-33-12-B-c,Dunaj,74 Q,Opatovský Sokolec - Galyáš,Hydroconsult Bratislava,1313291.87,521306.87,109.1,110,7,4,monitorovací vrt,68755,,,635385600000,,12Bc58.pdf
585,L-33-12-B-c/59,59,GP-1b,L-33-12-B-c,Dunaj,74 Q,Opatovský Sokolec - Golyáš,Hydroconsult Bratislava,1313293.59,521311.63,109.12,109.89,20,4,monitorovací vrt,68755,,,635385600000,,12Bc59.pdf
591,L-33-12-B-c/65,65,2623,L-33-12-B-c,Dunaj,74 Q,Okoč,,1312896.62,521550.31,109.7,,7.9,11,pozorovací vrt SHMÚ,90054,,,1351123200000,,12Bc65.pdf
130,L-33-11-B-d/21,21,PS-23,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309955.19,548425.35,121.88,122.79,14.4,4,monitorovací vrt,90988,,,1390780800000,,11Bd21.pdf
133,L-33-11-B-d/24,24,PS-26,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309746,548832.54,118.05,118.99,10,4,monitorovací vrt,90988,,,1390867200000,,11Bd24.pdf
427,L-33-12-A-c/129,129,PS-22,L-33-12-A-c,Dunaj,52 Q,Baka,,1310869.76,546627.1,117.01,118,10,4,monitorovací vrt,90988,,,1390780800000,,12Ac129.pdf
425,L-33-12-A-c/127,127,PS-19,L-33-12-A-c,Dunaj,52 Q,Baka,,1312251.56,545945.25,120.75,121.7,12.5,4,monitorovací vrt,90988,,,1390780800000,,12Ac127.pdf
140,L-33-11-B-d/31,31,PS-33,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1308854.79,550353.51,122.51,123.46,15,4,monitorovací vrt,90988,,,1391040000000,,11Bd31.pdf
426,L-33-12-A-c/128,128,PS-21,L-33-12-A-c,Dunaj,52 Q,Baka,,1310884.79,546646.09,121.2,122.08,14.5,4,monitorovací vrt,90988,,,1390780800000,,12Ac128.pdf
138,L-33-11-B-d/29,29,PS-31,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309085.78,550049.1,122.43,123.41,15,4,monitorovací vrt,90988,,,1391040000000,,11Bd29.pdf
141,L-33-11-B-d/32,32,PS-34,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1308840.06,550342.25,118.8,119.77,10,4,monitorovací vrt,90988,,,1391040000000,,11Bd32.pdf
134,L-33-11-B-d/25,25,PS-27,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309410.1,549228.13,122.02,122.96,15,4,monitorovací vrt,90988,,,1390953600000,,11Bd25.pdf
139,L-33-11-B-d/30,30,PS-32,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309069.54,550036.97,118.71,119.66,10,4,monitorovací vrt,90988,,,1391040000000,,11Bd30.pdf
131,L-33-11-B-d/22,22,PS-24,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309936.4,548418.98,118.52,119.24,10,4,monitorovací vrt,90988,,,1390780800000,,11Bd22.pdf
132,L-33-11-B-d/23,23,PS-25,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309764.2,548847.48,121.91,122.79,14.5,4,monitorovací vrt,90988,,,1390780800000,,11Bd23.pdf
135,L-33-11-B-d/26,26,PS-28,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309396.27,549215.71,118.49,119.39,10,4,monitorovací vrt,90988,,,1390953600000,,11Bd26.pdf
136,L-33-11-B-d/27,27,PS-29,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309132.29,549921.75,122.1,123.02,15,4,monitorovací vrt,90988,,,1390953600000,,11Bd27.pdf
137,L-33-11-B-d/28,28,PS-30,L-33-11-B-d,Dunaj,52 Q,Bodíky,,1309113.63,549925.39,118.69,119.69,10,4,monitorovací vrt,90988,,,1390953600000,,11Bd28.pdf
110,M-34-134-A-a/46,46,HV-3,M-34-134-A-a,Hron,60 Q,Veľké Kozmálovce,1895,1275807,466013.91,172.12,172.72,29,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,16032,,,113184000000,,134Aa46.pdf
148,L-33-12-A-a/8,8,HDS-3,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,196/70,1302384,537864.38,115.1,115.9,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,24467,,,81043200000,,12Aa8.pdf
151,L-33-12-A-a/11,11,HL-1,L-33-12-A-a,Dunaj,52 Q,Lúč na Ostrove,235/67,1302392,545389.19,118.2,118.44,33.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,18582,,,80870400000,,12Aa11.pdf
158,L-33-12-A-a/18,18,S II/1,L-33-12-A-a,Dunaj,52 Q,Vrakuň,0228-230/59,1305211,540219.19,115.145,115.645,45,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,4916,,,75340800000,,12Aa18.pdf
159,L-33-12-A-a/19,19,HV-674,L-33-12-A-a,Dunaj,52 Q,Jurová - Antónia dvor,1 497,1305377,546064.38,118.145,119.175,9,11,pozorovací vrt SHMÚ,13360,,,76464000000,,12Aa19.pdf
160,L-33-12-A-a/20,20,HV-668,L-33-12-A-a,Dunaj,52 Q,Jurová - Dobor,1 497,1305250,543159.38,116.76,117.905,8.5,11,pozorovací vrt SHMÚ,13360,,,78710400000,,12Aa20.pdf
161,L-33-12-A-a/21,21,HV-669,L-33-12-A-a,Dunaj,52 Q,Kostolné Kračany,1 497,1302855,541609.81,116.972,117.932,10,11,pozorovací vrt SHMÚ,13360,,,78969600000,,12Aa21.pdf
163,L-33-12-A-a/23,23,HL-1,L-33-12-A-a,Dunaj,52 Q,Lúč na Ostrove,32/73,1302501,546530.13,118,118.5,60,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,31772,,,160358400000,,12Aa23.pdf
164,L-33-12-A-a/24,24,HVL-1,L-33-12-A-a,Dunaj,52 Q,Lúč na Ostrove,42 432 149,1305207,537638.88,117.5,,15,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,32807,,,171158400000,,12Aa24.pdf
165,L-33-12-A-a/25,25,HK-1,L-33-12-A-a,Dunaj,52 Q,Kostolné Kračany,2/74,1301898,537840.13,112.6,113.1,15.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,32520,,,170380800000,,12Aa25.pdf
171,L-33-12-A-a/31,31,HGK-1,L-33-12-A-a,Dunaj,52 Q,Kostolné Kračany,3186/75,1303595.62,540985.9,116.38,116.8,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,38688,,,245289600000,,12Aa31.pdf
174,L-33-12-A-a/34,34,HG-1,L-33-12-A-a,Dunaj,52 Q,Lúč na Ostrove,3060/77,1302587.31,545022.57,117.15,117.88,60,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",40478,,,275788800000,,12Aa34.pdf
180,L-33-12-A-a/40,40,HDS-2,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,122/76,1302437,537970.63,114.5,,80,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",45451,,,335664000000,,12Aa40.pdf
181,L-33-12-A-a/41,41,HV-3,L-33-12-A-a,Váh,52 Q,Vrakúň,79/78,1303363,540965.81,114,,80,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",45464,,,333936000000,,12Aa41.pdf
183,L-33-12-A-a/43,43,HPK-1,L-33-12-A-a,Dunaj,52 Q,Kostolné Kračany,5/78,1301992,538627.63,116.5,,60,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,46471,,,339206400000,,12Aa43.pdf
184,L-33-12-A-a/44,44,HP-1,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,,1301936,537788.69,115,,20,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",49492,,,375580800000,,12Aa44.pdf
185,L-33-12-A-a/45,45,DS-1,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,,1302108.34,537752.87,115.2,,2500,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,58144,53144; 58144,,473385600000,ťažobný vrt,12Aa45.pdf
186,L-33-12-A-a/46,46,HDP-3,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,,1301864,537781.31,114.5,,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,61400,,,527212800000,,12Aa46.pdf
187,L-33-12-A-a/47,47,PZ-1,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,148/84,1301857,537708.88,115.11,115.662,20,4,monitorovací vrt,63602,,,566438400000,,12Aa47.pdf
188,L-33-12-A-a/48,48,P-1,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,148/84,1301904,537659.63,115.12,115.532,10,4,monitorovací vrt,63602,,,566438400000,,12Aa48.pdf
189,L-33-12-A-a/49,49,P-2,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,148/84,1301943,537707.63,115.23,115.731,10,4,monitorovací vrt,63602,,,566438400000,,12Aa49.pdf
191,L-33-12-A-a/51,51,P-4,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,148/84,1302464,538280.19,114.67,115.128,10,4,monitorovací vrt,63602,,,566438400000,,12Aa51.pdf
193,L-33-12-A-a/53,53,HDSK-1,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,č.z.8/84,1302545,541878.69,115,,85,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",63606,,,572745600000,,12Aa53.pdf
194,L-33-12-A-a/54,54,HGM-1,L-33-12-A-a,Dunaj,52 Q,Mliečany,IGHP Bratislava,1304148.49,539111.36,116.08,,35,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,64433,,,584928000000,,12Aa54.pdf
195,L-33-12-A-a/55,55,HGM-2,L-33-12-A-a,Dunaj,52 Q,Mliečany,IGHP Bratislava,1304040.11,538986.43,115.65,,85,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,64433,,,584928000000,,12Aa55.pdf
202,L-33-12-A-a/62,62,DS-2,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,IGHP záv. Bratislava,1302114.88,538181.48,116.1,,1600.4,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,67200,,,611971200000,,12Aa62.pdf
219,L-33-12-A-a/79,79,HDS-1,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,BJ5-980-008,1301659.08,538687.95,116.1,,15,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,77081,,,705801600000,,12Aa79.pdf
223,L-33-12-A-a/83,83,DS-1,L-33-12-A-a,Dunaj,52 Q,Dunajská Streda,,1301950.25,539305.87,116.49,116.62,6.9,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",80566,,,865468800000,,12Aa83.pdf
225,L-33-12-A-a/85,85,č.6009,L-33-12-A-a,Dunaj,52 Q,Mliečany,,1304491.32,539590.95,115.12,115.98,25,4,monitorovací vrt,81982,,,923961600000,,12Aa85.pdf
228,L-33-12-A-a/88,88,e.č.2674,L-33-12-A-a,Dunaj,52 Q,Lúč na Ostrove,,1305487.74,545734.81,117.27,117.78,9,4,monitorovací vrt,84520,,,1125446400000,,12Aa88.pdf
247,L-33-12-A-b/2,2,HB-1,L-33-12-A-b,Dunaj,52 Q,Blažov,239/67,1302260,534550.63,114.8,115.3,35.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,18580,,,72921600000,,12Ab2.pdf
249,L-33-12-A-b/4,4,HDH-1,L-33-12-A-b,Dunaj,52 Q,Dunajská Streda,75/69,1302161,536367.81,115.1,115.6,32.5,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",23724,,,72662400000,,12Ab4.pdf
254,L-33-12-A-b/9,9,HV-663,L-33-12-A-b,Dunaj,52 Q,Povoda,1497,1303359,536304.13,115.643,116.726,8.1,11,pozorovací vrt SHMÚ,13360,,,78537600000,,12Ab9.pdf
256,L-33-12-A-b/11,11,HV-658,L-33-12-A-b,Dunaj,52 Q,Ohrady,1497,1302203,531648,113.152,114.167,9,11,pozorovací vrt SHMÚ,13360,,,78451200000,,12Ab11.pdf
260,L-33-12-A-b/15,15,HVP-1,L-33-12-A-b,Dunaj,52 Q,Povoda,25-S-75,1303519,535889.38,114,,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,35122,,,203126400000,,12Ab15.pdf
262,L-33-12-A-b/17,17,HK-1,L-33-12-A-b,Dunaj,52 Q,Kútniky,150/75,1303428,535165.31,114,,53.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,38552,,,243907200000,,12Ab17.pdf
263,L-33-12-A-b/18,18,HB-1,L-33-12-A-b,Dunaj,52 Q,Blažov,47/76,1302423,534751.88,114.5,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,37643,,,247276800000,,12Ab18.pdf
264,L-33-12-A-b/19,19,HD-1,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,77/76,1304695,532564,113.5,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,39478,,,250992000000,,12Ab19.pdf
266,L-33-12-A-b/21,21,HK-2,L-33-12-A-b,Dunaj,52 Q,Kútniky,141/76,1303838,534610.38,114.5,,77,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",42163,,,303350400000,,12Ab21.pdf
268,L-33-12-A-b/23,23,HGDS-1,L-33-12-A-b,Dunaj,52 Q,Dunajská Streda,,1301980,536943.88,114.5,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,44601,,,313372800000,,12Ab23.pdf
270,L-33-12-A-b/25,25,HGP-1,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1304501.67,532014.78,113.35,113.82,80,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",47327,,,346464000000,,12Ab25.pdf
275,L-33-12-A-b/30,30,HVZK-1,L-33-12-A-b,Dunaj,52 Q,Kútniky - D. Bar,70 622 143,1304613,534015.13,112.5,,10.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53767,,,412905600000,,12Ab30.pdf
276,L-33-12-A-b/31,31,HGP-2,L-33-12-A-b,Dunaj,52 Q,Trhové Mýto,,1301665,528298.81,112.5,,15,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53984,,,414633600000,,12Ab31.pdf
297,L-33-12-A-b/52,52,HGO-1,L-33-12-A-b,Dunaj,52 Q,Ohrady,,1302140.09,531008.97,113.42,113.89,0,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,74940,,,695865600000,,12Ab52.pdf
278,L-33-12-A-b/33,33,HGS-1,L-33-12-A-b,Dunaj,52 Q,Ohrady,,1302506,531174.63,112.5,,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,57029,,,451958400000,,12Ab33.pdf
282,L-33-12-A-b/37,37,HTM-3,L-33-12-A-b,Dunaj,52 Q,Trhové Mýto,,1303755,530792.5,112.5,,14,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,66966,,,615254400000,,12Ab37.pdf
285,L-33-12-A-b/40,40,S-1,L-33-12-A-b,Dunaj,52 Q,Dunajská Streda,"JRD ""Oblík"" prieskum, skupina Žilina",1301858,536359.13,115,,7,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,68924,,,637804800000,,12Ab40.pdf
298,L-33-12-A-b/53,53,M-1,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1303687.19,530865.87,111.54,112.37,10,4,monitorovací vrt,81349,,,900288000000,,12Ab53.pdf
299,L-33-12-A-b/54,54,5/1,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1303397.66,530897.9,111.34,112.21,21,4,monitorovací vrt,81349,,,900288000000,,12Ab54.pdf
300,L-33-12-A-b/55,55,M-7,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1303415.93,531062.26,112,112.18,7.5,4,monitorovací vrt,86036,,,1173139200000,,12Ab55.pdf
301,L-33-12-A-b/56,56,M-8,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1303592.45,531063.92,111.9,112,7,4,monitorovací vrt,86036,,,1173139200000,,12Ab56.pdf
304,L-33-12-A-b/62,62,M-1,L-33-12-A-b,Dunaj,52 Q,Dunajská Streda,,1302133.8,537118.231,115.724,,10,4,monitorovací vrt,91976,,,1417737600000,,12Ab62.pdf
305,L-33-12-A-b/63,63,M-2,L-33-12-A-b,Dunaj,52 Q,Dunajská Streda,,1302048.566,536993.501,114.833,,10,4,monitorovací vrt,91976,,,1417651200000,,12Ab63.pdf
306,L-33-12-A-b/64,64,M-3,L-33-12-A-b,Dunaj,52 Q,Dunajská Streda,,1302316.335,536959.833,114.836,,10,4,monitorovací vrt,91976,,,1417737600000,,12Ab64.pdf
307,L-33-12-A-b/65,65,M-4,L-33-12-A-b,Dunaj,52 Q,Dunajská Streda,,1302417.641,537049.289,114.928,,10,4,monitorovací vrt,91976,,,1417737600000,,12Ab65.pdf
308,L-33-12-A-b/66,66,MS-1,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1304187.931,533102.273,111.203,,12,4,monitorovací vrt,91977,,,1417996800000,,12Ab66.pdf
309,L-33-12-A-b/67,67,MS-2,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1304424.308,532601.438,112.079,,12,4,monitorovací vrt,91977,,,1417996800000,,12Ab67.pdf
310,L-33-12-A-b/68,68,MS-3,L-33-12-A-b,Dunaj,52 Q,Dolný Bar,,1304393.319,532592.473,112.37,,12,4,monitorovací vrt,91977,,,1417996800000,,12Ab68.pdf
470,L-33-12-B-a/3,3,RH-1,L-33-12-B-a,Dunaj,52 Q,Topoľníky,0405-230/58,1303906,526466.63,111.3,111.8,68.2,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,3736,,,83548800000,,12Ba3.pdf
471,L-33-12-B-a/4,4,RH-2,L-33-12-B-a,Dunaj,52 Q,Topoľníky,0405-230/58,1303976,526453.81,111.4,111.9,66,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,3736,,,83462400000,,12Ba4.pdf
474,L-33-12-B-a/7,7,HT-1,L-33-12-B-a,Dunaj,52 Q,Topoľníky,105/74,1304029,526370.63,113.4,113.93,63,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34703,,,212889600000,,12Ba7.pdf
475,L-33-12-B-a/8,8,HT-2,L-33-12-B-a,Dunaj,74 Q,Topoľníky,70/76,1304115,524907.38,111,,30,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",51331,38530; 51331,,243561600000,,12Ba8.pdf
481,L-33-12-B-a/14,14,HGP-1,L-33-12-B-a,Dunaj,52 Q,Topoľníky,IGHP Bratislava,1304192.78,525253.21,111.68,112.66,75,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",65420,,,585446400000,,12Ba14.pdf
483,L-33-12-B-a/16,16,HVT-1,L-33-12-B-a,Dunaj,74 Q,Topoľníky,,1303397.1,524863.15,111.45,111.81,70,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,72520,,,674870400000,,12Ba16.pdf
484,L-33-12-B-a/17,17,PV-1,L-33-12-B-a,Dunaj,74 Q,Topoľníky,,1305417.01,523011.03,110.4,111.6,7,4,monitorovací vrt,81857,,,921542400000,,12Ba17.pdf
485,L-33-12-B-a/18,18,PV-2,L-33-12-B-a,Dunaj,74 Q,Topoľníky,,1305500.9,522831.2,109.39,110.37,7,4,monitorovací vrt,81857,,,921542400000,,12Ba18.pdf
488,L-33-12-B-a/21,21,FGT-1,L-33-12-B-a,Dunaj,52 Q,Topoľníky,,1304249.23,524966.64,112.245,,2503,8,"štruktúrny vrt s termálnou, minerálnou vodou (nad 200 m) s artézskym prelivom",42313,,,1038182400000,,12Ba21.pdf
1,L-33-11-B-a/1,1,ZPH-14,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,540 000 019,1300149,557509.81,123.49,123.99,30,13,vrt pre vodné dielo,16515,,,77155200000,,11Ba1.pdf
2,L-33-11-B-b/1,1,HH1,L-33-11-B-a,Dunaj,52 Q,Holice,180/70,1301193,548345,118.5,119.5,58,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",25450,,,77414400000,,11Ba1.pdf
3,L-33-11-B-a/2,2,ZPI-13,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,540 000 019,1300091,557543.5,123.49,123.99,30,4,monitorovací vrt,16515,,,77241600000,,11Ba2.pdf
4,L-33-11-B-a/3,3,ZPI-15,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,0540-000-019,1300220,557485.13,123.11,123.61,30,4,monitorovací vrt,16515,,,77155200000,,11Ba3.pdf
5,L-33-11-B-a/4,4,HVD-1,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,197/72,1299173,558062.31,123.75,,85,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34668,,,210902400000,,11Ba4.pdf
6,L-33-11-B-a/5,5,HVD-2,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,197/72,1299274,557975.38,123.75,,85,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34668,,,210988800000,,11Ba5.pdf
7,L-33-11-B-a/6,6,HVD-3,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,197/72,1299998,557612.31,124,,85,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34668,,,210988800000,,11Ba6.pdf
8,L-33-11-B-a/7,7,PV-1,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,197/72,1299212,558008.81,123.75,,100,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34668,,,210988800000,,11Ba7.pdf
9,L-33-11-B-a/8,8,PV-2,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,197/72,1299197,558032.13,123.75,,100,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34668,,,211075200000,,11Ba8.pdf
10,L-33-11-B-a/9,9,PV-3,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,197/72,1299199,557995.88,123.75,,100,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34668,,,211075200000,,11Ba9.pdf
11,L-33-11-B-a/10,10,PV-4,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,197/72,1299427,558190.38,122.5,,100,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34668,,,211075200000,,11Ba10.pdf
12,L-33-11-B-a/11,11,CHCH-1 b,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,3001/75,1299361.69,558335.87,124.35,124.47,33,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",41900,,,298252800000,,11Ba11.pdf
13,L-33-11-B-a/12,12,HVZ-2,L-33-11-B-a,Dunaj,52 Q,Báč,,1299206,555940.63,123.21,123.78,30,13,vrt pre vodné dielo,16489,,,367545600000,,11Ba12.pdf
14,L-33-11-B-a/13,13,HVZ-44,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,,1299739,556408.88,123.09,123.78,28.5,13,vrt pre vodné dielo,16489,,,366768000000,,11Ba13.pdf
15,L-33-11-B-a/14,14,HVZ-45,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,,1299255,557127.81,123.75,,30,13,vrt pre vodné dielo,16489,,,367632000000,,11Ba14.pdf
17,L-33-11-B-a/16,16,HGD-5,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,č.ú. 10/89,1299587,557550.38,122.5,,35,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,77352,,,721872000000,,11Ba16.pdf
28,L-33-11-B-a/29,29,ZH-13,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,,1299246.81,556135.66,123.27,123.69,150,13,vrt pre vodné dielo,40766,,,1434412800000,,11Ba29.pdf
29,L-33-11-B-a/30,30,ZH-14,L-33-11-B-a,Dunaj,52 Q,Dobrohošť,,1299594.88,556939.71,123.62,124.27,150,13,vrt pre vodné dielo,40766,,,1434412800000,,11Ba30.pdf
30,L-33-11-B-b/2,2,PVH-9,L-33-11-B-b,Dunaj,52 Q,Vojka,540 000 018,1302819,555248,121.5,122,80,0,,16447,,,76636800000,,11Bb2.pdf
31,L-33-11-B-b/3,3,PVH-6,L-33-11-B-b,Dunaj,52 Q,Vojka,054-000018,1303128,554863.19,121.7,122.2,80,0,,16447,,,76636800000,,11Bb3.pdf
32,L-33-11-B-b/4,4,PVH-2,L-33-11-B-b,Dunaj,52 Q,Vojka,540-000 018,1302603,555470.88,121.4,121.9,80.2,0,,16447,,,76550400000,,11Bb4.pdf
